id,name
493,Walden Woods (Mass.) -- Social life and customs
494,Wilderness areas -- Massachusetts -- Walden Woods
495,African Americans -- Social conditions -- To 1964
496,Civil rights movements
497,"Martin Luther King, Jr., Day"
498,United States -- History
499,Yukon River Valley (Yukon and Alaska) -- Poetry
500,Children -- Fiction
501,Governesses -- Fiction
502,Americans -- England -- Fiction
503,British -- United States -- Fiction
504,London (England) -- Social life and customs -- Fiction
505,Manners and customs -- Fiction
506,New York (State) -- Social life and customs -- Fiction
507,Manuscripts -- Collectors and collecting -- Fiction
508,Poets -- Fiction
509,Factorials
510,Frontier and pioneer life -- Australia -- Poetry
511,Australian poetry
512,Animal welfare -- Fiction
513,Dogs -- Fiction
514,Feral dogs -- Fiction
515,Klondike River Valley (Yukon) -- Fiction
516,Nature stories
517,Pet theft -- Fiction
518,Sled dogs -- Fiction
519,"Philosophy, Chinese"
520,Taoism -- Sacred books
521,Working class families -- Fiction
522,Young men -- Fiction
523,"Gaul -- History -- Gallic Wars, 58-51 B.C."
524,Degeneration -- Fiction
525,Europeans -- Africa -- Fiction
526,Imperialism -- Fiction
527,Trading posts -- Fiction
528,Fugitives from justice -- Fiction
529,Private investigators -- England -- Fiction
530,Painters -- Fiction
531,Tahiti (French Polynesia : Island) -- Fiction
532,Rome -- History -- 53-44 B.C. -- Sources
533,"Speeches, addresses, etc., Latin"
534,Aeneas (Legendary character) -- Poetry
535,"Epic poetry, Latin"
536,Legends -- Rome -- Poetry
537,"Epic poetry, Latin -- Translations into English"
538,Country life -- Rome -- Poetry
539,"Pastoral poetry, Latin"
540,"Pastoral poetry, Latin -- Translations into English"
541,Agriculture -- Poetry
542,"Didactic poetry, Latin"
543,"Didactic poetry, Latin -- Translations into English"
544,"Gibson, William, 1914-2008"
545,"Adventure stories, English"
546,Animals -- Fiction
547,Feral children -- Fiction
548,India -- Fiction
549,Mowgli (Fictitious character) -- Fiction
550,"Elegiac poetry, Latin"
551,Latin poetry
552,"Love poetry, Latin"
553,Man-woman relationships -- Poetry
554,Rome -- Poetry
555,United States -- Maps
556,Fables
557,Fiction
558,African American families -- Fiction
559,African American women -- Fiction
560,Children of presidents -- Fiction
561,"Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction"
562,Women slaves -- Fiction
563,Czech Americans -- Fiction
564,Farmers' spouses -- Fiction
565,Western stories
566,Russian fiction -- Translations into English
567,"Short stories, Russian -- Translations into English"
568,"Tolstoy, Leo, graf, 1828-1910 -- Translations into English"
569,Mississippi River -- Description and travel
570,Mississippi River Valley -- Social life and customs -- 19th century
571,Pilots and pilotage -- Mississippi River
572,"Twain, Mark, 1835-1910 -- Travel -- Mississippi River"
573,Persian poetry -- Translations into English
574,English language -- Dictionaries
575,"Art, Prehistoric -- France -- Vallon-Pont-d'Arc"
576,Cave paintings -- France -- Vallon-Pont-d'Arc
577,Chauvet Cave (France)
578,Computer networks -- United States -- History
579,Internet -- History
580,United States. Congress
581,Copyright -- United States
582,"Copyright, International"
583,Electronic book readers
584,World maps
585,Cressida (Fictitious character) -- Poetry
586,Troilus (Legendary character) -- Poetry
587,Trojan War -- Poetry
588,Troy (Extinct city) -- Poetry
589,Australia -- Poetry
590,"Gordon, Adam Lindsay, 1833-1870"
591,Frontier and pioneer life -- Yukon -- Poetry
592,Klondike River Valley (Yukon) -- Gold discoveries -- Poetry
593,"Browning, Robert, 1812-1889"
594,"Browning, Robert, 1812-1889 -- Bibliography"
595,"Browning, Robert, 1812-1889 -- Criticism and interpretation"
596,"Brooke, Rupert, 1887-1915"
597,"Poets, English -- 20th century -- Biography"
598,"Poetry, Modern -- 20th century"
599,City and town life -- Poetry
600,"Kormákr Ögmundarson, approximately 935-970 -- Romances"
601,Sagas -- Translations into English
602,Christian ethics -- Poetry
603,"Christian poetry, English (Middle)"
604,Courtly love -- Poetry
605,"Love poetry, English (Middle)"
606,Love-letters -- Fiction
607,Women novelists -- Fiction
608,California -- Fiction
609,Farmers -- Fiction
610,"Mussel Slough Tragedy, 1880 -- Fiction"
611,Railroad stories
612,San Joaquin Valley (Calif.) -- Fiction
613,Wheat farmers -- Fiction
614,"Short stories, English"
615,Country life -- Fiction
616,Great Britain -- History -- 19th century -- Juvenile fiction
617,Horses -- Juvenile fiction
618,Bible -- Translating
619,Reformation -- Germany
620,Catholic Church -- Relations -- Lutheran Church -- Early works to 1800
621,Lutheran Church -- Creeds -- Early works to 1800
622,Lutheran Church -- Doctrines -- Early works to 1800
623,Lutheran Church -- Relations -- Catholic Church -- Early works to 1800
624,Indulgences
625,Reformation -- Germany -- Sources
626,Lutheran Church -- Doctrines
627,"Theology, Doctrinal"
628,Atomic bomb -- New Mexico -- Testing -- History
629,Manhattan Project (U.S.)
630,Atomic bomb -- New Mexico -- Los Alamos -- Testing -- History
631,Bell Rock Lighthouse (Scotland)
632,Engineers -- Great Britain -- Biography
633,Lighthouses -- Scotland
634,Stephenson family
635,"Stevenson, Robert, 1772-1850"
636,"Damien, Saint, Father, 1840-1889"
637,"Kinglake, Alexander William, 1809-1891 -- Travel -- Middle East"
638,Middle East -- Description and travel
639,France -- Fiction
640,Single women -- Fiction
641,Atlantis (Legendary place) -- Fiction
642,Lost continents -- Fiction
643,"Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction"
644,"Texas -- History -- Revolution, 1835-1836 -- Fiction"
645,River life -- Fiction
646,United States -- Social life and customs -- 19th century -- Fiction
647,New York (N.Y.) -- History -- 19th century -- Fiction
648,Great Britain -- Social life and customs -- 19th century -- Fiction
649,"Short stories, American"
650,Adoptees -- Juvenile fiction
651,Baseball -- Juvenile fiction
652,Boys -- Juvenile fiction
653,Orphans -- Juvenile fiction
654,Forgery -- Fiction
655,Swindlers and swindling -- Fiction
656,Capitalists and financiers -- Fiction
657,Jews -- Fiction
658,Stock exchanges -- Fiction
659,Norwegian Americans -- Fiction
660,Imprisonment -- Poetry
661,Prisoners -- Poetry
662,Prisons -- Poetry
663,Fibonacci numbers
664,World Wide Web
665,Australia -- Social life and customs -- Fiction
666,Frontier and pioneer life -- Australia -- Fiction
667,"Short stories, Australian"
668,Boats and boating -- England -- Thames River -- Fiction
669,"Humorous stories, English"
670,Thames River (England) -- Fiction
671,Young men -- Travel -- England -- Thames River -- Fiction
672,Dreams -- Fiction
673,New York (N.Y.) -- Social life and customs -- 19th century -- Fiction
674,"Southwest, New -- Bibliography"
675,"World War, 1914-1918 -- Poetry"
676,Authorship -- Juvenile fiction
677,"Children's stories, Canadian"
678,Prince Edward Island -- Juvenile fiction
679,Publishers and publishing -- Juvenile fiction
680,American poetry -- 19th century
681,Fairies -- Poetry
682,New York (State) -- Poetry
683,Alcoholics -- United States -- Biography
684,"Authors, American -- 20th century -- Biography"
685,Drinking of alcoholic beverages -- United States
686,"London, Jack, 1876-1916"
687,American essays -- 19th century
688,"Picaresque literature, Spanish"
689,Spain -- Social conditions -- 16th century -- Fiction
690,Spanish fiction
691,French -- England -- Fiction
692,Prisoners of war -- Fiction
693,India -- Poetry
694,Kentucky -- Fiction
695,Forests and forestry -- West (U.S.)
696,"Shasta, Mount (Calif. : Mountain)"
697,West (U.S.) -- Description and travel
698,Islands of the Pacific -- Fiction
699,Health resorts -- Fiction
700,Impersonation -- Fiction
701,"Authors, Scottish -- 19th century -- Biography"
702,"Stevenson, Robert Louis, 1850-1894"
703,Voyages and travels -- Fiction
704,Dakota Indians -- Biography
705,Heroes
706,Indians of North America -- Biography
707,"Eastman, Charles Alexander, 1858-1939 -- Childhood and youth"
708,Indian children -- North America
709,Santee Indians -- Biography
710,Santee Indians -- Social life and customs
711,Dakota Indians -- Folklore
712,Dakota Indians -- Fiction
713,Indians of North America -- Fiction
714,Indian mythology -- North America
715,Indian philosophy -- North America
716,Indians of North America -- Religion
717,Mdewakanton Indians -- Folklore
718,"Barrie, Margaret Ogilvy"
719,"Fables, Scottish"
720,Great Britain -- History -- 19th century -- Fiction
721,"Dracula, Count (Fictitious character) -- Fiction"
722,Transylvania (Romania) -- Fiction
723,Vampires -- Fiction
724,Whitby (England) -- Fiction
725,Nebraska -- Social life and customs -- Fiction
726,"Grettir Ásmundarson, 996-1031 -- Fiction"
727,Vikings -- Fiction
728,"Epic poetry, Greek"
729,"Epic poetry, Greek -- Translations into English"
730,"Gods, Greek -- Poetry"
731,Hesiod -- Translations into English
732,"Hymns, Greek (Classical) -- Translations into English"
733,Herbalists -- Fiction
734,Jewish families -- Fiction
735,Jewish fiction
736,Jewish girls -- Fiction
737,Wisconsin -- Fiction
738,Artists -- Fiction
739,United States -- Social life and customs -- 20th century -- Fiction
740,"McCrae, John, 1872-1918"
741,Patriotic poetry
742,"Shaw, Anna Howard, 1847-1919"
743,Women -- Suffrage -- United States
744,Women social reformers -- United States -- Biography
745,Women's rights -- United States
746,Mesmerism -- Fiction
747,Suburbs -- Great Britain -- Fiction
748,"Ball, John, -1381 -- Fiction"
749,"Matthias I, King of Hungary, 1443-1490 -- Fiction"
750,Peasant uprisings -- Fiction
751,"Tyler's Insurrection, 1381 -- Fiction"
752,Automobile driving -- Fiction
753,Automobiles -- Fiction
754,Children's literature
755,Holidays
756,Storytelling
757,Economics
758,Property
759,Marriage -- Fiction
760,Mistaken identity -- Fiction
761,California -- Description and travel
762,"California -- History, Local"
763,California -- Social life and customs
764,Frontier and pioneer life -- California
765,Natural history -- California
766,Debutantes -- Fiction
767,Authorship -- Fiction
768,Maine -- Fiction
769,Seaside resorts -- Fiction
770,Summer resorts -- Fiction
771,"Conwell, Russell H., 1843-1925"
772,Success
773,Temple University
774,"Great Britain -- History -- Henry III, 1216-1272 -- Fiction"
775,Outlaws -- Fiction
776,British -- Virginia -- Fiction
777,Children of prisoners -- Fiction
778,Picaresque literature
779,Prostitutes -- Fiction
780,Repentance -- Fiction
781,Virginia -- Fiction
782,Women -- England -- Fiction
783,"Errors and blunders, Literary"
784,"Fables, American"
785,Wit and humor
786,Prisoners -- Fiction
787,"Great Fire, London, England, 1666 -- Fiction"
788,London (England) -- History -- 17th century -- Fiction
789,Plague -- Fiction
790,Kansas -- Biography
791,Kansas -- In literature
792,Women -- Kansas -- Intellectual life
793,Women and literature -- Kansas
794,"Women authors, American -- Homes and haunts -- Kansas"
795,Adventure and adventurers -- Fiction
796,Fathers and sons -- Fiction
797,Judges -- Fiction
798,Scotland -- Fiction
799,Scotland -- Social life and customs -- 19th century
800,Edinburgh (Scotland) -- Description and travel
801,Comedies
802,Princes -- Fiction
803,Refugees -- Fiction
804,"Baseball stories, American"
805,"Authors, Scottish -- 19th century -- Correspondence"
806,"Colvin, Sidney, 1845-1927 -- Correspondence"
807,"Stevenson, Robert Louis, 1850-1894 -- Correspondence"
808,"Stevenson, Robert Louis, 1850-1894 -- Travel -- Samoan Islands"
809,"Clark, George Rogers, 1752-1818 -- Fiction"
810,Frontier and pioneer life -- Fiction
811,Louisiana -- Fiction
812,"Northwest, Old -- History -- Revolution, 1775-1783 -- Fiction"
813,Chinese poetry -- Translations into English
814,"Epic poetry, French -- Translations into English"
815,Roland (Legendary character) -- Romances
816,"Crusades -- First, 1096-1099 -- Poetry"
817,"Epic poetry, Italian -- Translations into English"
818,"Godfrey, of Bouillon, approximately 1060-1100 -- Poetry"
819,"Jerusalem -- History -- Latin Kingdom, 1099-1244 -- Poetry"
820,Castaways -- Fiction
821,Shipwrecks -- Fiction
822,Older women -- Fiction
823,Villages -- Fiction
824,Soul
825,Spiritual warfare -- Fiction
826,Choice -- Fiction
827,Cheerfulness -- Poetry
828,Didactic poetry
829,Melancholy -- Poetry
830,Adam -- (Biblical figure)
831,Eve (Biblical figure)
832,New York (N.Y.) -- History -- 1865-1898 -- Juvenile fiction
833,Poverty -- Juvenile fiction
834,"Helen, of Troy, Queen of Sparta -- Poetry"
835,Lyric poetry
