id,book_id,subject_id
116425,10147,2515
116426,10148,1460
116427,10148,1461
116428,10149,376
116429,10150,240
116430,10150,108
116431,10150,309
116432,10151,1340
116433,10152,7561
116434,10153,7561
116435,10154,7561
116436,10155,7562
116437,10155,7563
116438,10155,12
116439,10155,7564
116440,10156,7565
116441,10157,7566
116442,10158,1649
116443,10159,2515
116444,10160,2663
116445,10161,2627
116446,10162,3602
116447,10163,7567
116448,10164,7568
116449,10164,5527
116450,10165,95
116451,10166,2515
116452,10167,7569
116453,10168,7569
116454,10168,7570
116455,10169,7569
116456,10169,7570
116457,10170,7569
116458,10170,7570
116459,10171,7571
116460,10172,7572
116461,10173,7573
116462,10174,7565
116463,10175,7251
116464,10176,7574
116465,10177,7565
116466,10178,7575
116467,10179,7576
116468,10180,7572
116469,10181,7577
116470,10182,7578
116471,10183,7251
116472,10184,7579
116473,10185,7580
116474,10186,7581
116475,10187,7581
116476,10187,5073
116477,10188,7581
116478,10188,5073
116479,10189,7581
116480,10189,5073
116481,10190,7581
116482,10190,5073
116483,10191,1649
116484,10191,7581
116485,10192,7582
116486,10193,7581
116487,10193,7583
116488,10193,6599
116489,10193,6600
116490,10194,7584
116491,10194,7585
116492,10195,3550
116493,10195,7584
116494,10196,3550
116495,10196,7584
116496,10196,7586
116497,10197,7587
116498,10197,7584
116499,10198,3550
116500,10198,7584
116501,10199,3550
116502,10199,7584
116503,10200,1442
116504,10200,7588
116505,10201,102
116506,10201,1083
116507,10202,7589
116508,10202,7590
116509,10202,7591
116510,10203,7592
116511,10203,7593
116512,10204,7594
116513,10205,4718
116514,10206,6396
116515,10207,7595
116516,10208,7596
116517,10208,2116
116518,10209,4718
116519,10210,321
116520,10210,30
116521,10211,1797
116522,10212,652
116523,10212,3117
116524,10213,608
116525,10213,565
116526,10214,1514
116527,10214,4360
116528,10215,7597
116529,10216,392
116530,10217,761
116531,10217,762
116532,10217,763
116533,10217,764
116534,10217,765
116535,10218,7598
116536,10219,2627
116537,10219,1215
116538,10220,7599
116539,10220,1358
116540,10220,3385
116541,10221,7600
116542,10221,368
116543,10222,7601
116544,10223,475
116545,10224,7602
116546,10225,7603
116547,10226,512
116548,10226,3428
116549,10226,67
116550,10226,3429
116551,10226,513
116552,10226,3430
116553,10227,7604
116554,10228,1442
116555,10229,7605
116556,10229,7606
116557,10230,1442
116558,10231,1442
116559,10231,743
116560,10232,1442
116561,10233,1441
116562,10234,7607
116563,10234,61
116564,10234,411
116565,10234,412
116566,10235,1442
116567,10236,7608
116568,10237,7609
116569,10238,7610
116570,10239,7609
116571,10240,7609
116572,10241,7609
116573,10242,7609
116574,10243,5353
116575,10243,7611
116576,10243,7612
116577,10244,7613
116578,10244,7614
116579,10245,7615
116580,10245,7613
116581,10245,7614
116582,10246,7614
116583,10247,7616
116584,10248,7617
116585,10249,7617
116586,10250,7618
116587,10251,1602
116588,10252,7619
116589,10253,1705
116590,10253,2445
116591,10254,1441
116592,10255,7620
116593,10256,7621
116594,10256,7622
116595,10257,7623
116596,10257,7624
116597,10258,7625
116598,10258,7626
116599,10259,7627
116600,10260,7628
116601,10260,7629
116602,10261,7630
116603,10261,7627
116604,10262,7631
116605,10263,7632
116606,10263,7633
116607,10264,7634
116608,10265,6163
116609,10266,6926
116610,10266,2347
116611,10267,1200
116612,10268,1000
116613,10269,7635
116614,10269,7636
116615,10270,7635
116616,10270,7636
116617,10271,7565
116618,10272,7565
116619,10273,7565
116620,10274,7637
116621,10274,3759
116622,10274,7638
116623,10275,7565
116624,10276,7639
116625,10276,7640
116626,10277,7641
116627,10278,7565
116628,10279,7642
116629,10280,392
116630,10281,7643
116631,10282,7644
116632,10282,7627
116633,10283,7629
116634,10283,7645
116635,10284,7646
116636,10285,7647
116637,10285,7648
116638,10286,7649
116639,10286,7629
116640,10287,7628
116641,10288,7648
116642,10289,557
116643,10290,557
116644,10291,5101
116645,10291,7650
116646,10291,7651
116647,10292,7296
116648,10293,7652
116649,10294,2303
116650,10295,7653
116651,10295,7654
116652,10295,7636
116653,10296,2929
116654,10296,7636
116655,10297,7655
116656,10297,7656
116657,10298,7657
116658,10298,7620
116659,10299,7658
116660,10299,7659
116661,10300,7612
116662,10300,7660
116663,10301,7647
116664,10301,7612
116665,10302,7580
116666,10302,7647
116667,10303,7647
116668,10303,7661
116669,10303,7660
116670,10304,7566
116671,10304,7586
116672,10305,7566
116673,10305,7586
116674,10306,7662
116675,10306,7566
116676,10307,7566
116677,10307,7586
116678,10308,7641
116679,10309,7620
116680,10310,6397
116681,10311,1733
116682,10312,7663
116683,10313,7664
116684,10314,7665
116685,10314,7125
116686,10314,7666
116687,10315,7667
116688,10316,2868
116689,10316,1200
116690,10317,4952
116691,10318,467
116692,10318,2011
116693,10319,5252
116694,10320,3372
116695,10320,1000
116696,10321,7668
116697,10322,1268
116698,10322,454
116699,10323,1618
116700,10323,6947
116701,10323,7669
116702,10324,565
116703,10325,6154
116704,10325,7670
116705,10325,3100
116706,10325,5211
116707,10326,3100
116708,10326,7671
116709,10326,3664
116710,10327,2605
116711,10328,392
116712,10329,1008
116713,10329,5313
116714,10330,460
116715,10331,3739
116716,10332,3739
116717,10333,5635
116718,10333,4143
116719,10334,7672
116720,10335,6583
116721,10335,2701
116722,10335,7673
116723,10336,1498
116724,10337,941
116725,10337,7674
116726,10337,2431
116727,10338,7675
116728,10338,4600
116729,10339,7676
116730,10340,5348
116731,10340,1077
116732,10340,150
116733,10340,2342
116734,10340,3373
116735,10340,151
116736,10340,4281
116737,10341,1340
116738,10342,7677
116739,10342,7678
116740,10342,7679
116741,10343,1173
116742,10344,7251
116743,10345,7680
116744,10345,1236
116745,10345,7681
116746,10345,1237
116747,10346,557
116748,10347,7682
116749,10347,7683
116750,10348,7684
116751,10348,7685
116752,10349,26
116753,10349,333
116754,10349,95
116755,10349,3668
116756,10350,3390
116757,10351,7686
116758,10352,7686
116759,10353,1287
116760,10354,2654
116761,10354,890
116762,10355,7687
116763,10356,7687
116764,10357,2334
116765,10357,2335
116766,10357,2336
116767,10357,2337
116768,10358,376
116769,10358,823
116770,10359,875
116771,10359,3353
116772,10359,2342
116773,10359,450
116774,10359,7688
116775,10359,980
116776,10359,3135
116777,10360,649
116778,10361,2234
116779,10362,7689
116780,10362,7690
116781,10362,4600
116782,10363,438
116783,10364,2567
116784,10364,2079
116785,10364,7691
116786,10365,1354
116787,10366,7692
116788,10366,7693
116789,10366,7694
116790,10367,392
116791,10368,26
116792,10368,222
116793,10368,3670
116794,10369,7695
116795,10369,6041
116796,10369,7696
116797,10370,4914
116798,10371,436
116799,10372,7697
116800,10372,614
116801,10372,565
116802,10373,436
116803,10374,565
116804,10375,2683
116805,10375,7698
116806,10376,7699
116807,10376,7700
116808,10376,7701
116809,10376,7702
116810,10377,240
116811,10377,108
116812,10377,259
116813,10378,7703
116814,10378,7704
116815,10379,557
116816,10380,7705
116817,10380,5912
116818,10381,6408
116819,10382,7706
116820,10382,7707
116821,10382,7708
116822,10383,5775
116823,10384,7709
116824,10385,2124
116825,10386,7710
116826,10386,7711
116827,10387,7712
116828,10387,7314
116829,10388,278
116830,10389,2900
116831,10390,2234
116832,10391,95
116833,10391,309
116834,10392,7713
116835,10392,7714
116836,10393,7715
116837,10393,7716
116838,10394,1653
116839,10394,323
116840,10395,7717
116841,10396,3117
116842,10397,7718
116843,10398,2701
116844,10398,1551
116845,10399,7719
116846,10399,7720
116847,10400,7721
116848,10401,53
116849,10401,7722
116850,10401,7723
116851,10401,7724
116852,10402,26
116853,10402,884
116854,10402,2474
116855,10403,7725
116856,10404,565
116857,10405,7614
116858,10406,7726
116859,10406,7659
116860,10407,7655
116861,10407,7663
116862,10408,7615
116863,10408,7613
116864,10409,7727
116865,10409,7728
116866,10410,301
116867,10410,356
116868,10410,1082
116869,10411,7729
116870,10411,7730
116871,10411,7731
116872,10411,7685
116873,10412,7655
116874,10412,7732
116875,10413,7655
116876,10414,7733
116877,10414,7566
116878,10414,7734
116879,10415,7655
116880,10415,7663
116881,10416,7566
116882,10417,940
116883,10417,7735
116884,10418,68
116885,10419,20
116886,10419,154
116887,10420,993
116888,10420,1725
116889,10421,7532
116890,10421,1225
116891,10422,7736
116892,10422,4296
116893,10423,7613
116894,10423,7737
116895,10424,7655
116896,10424,7737
116897,10425,7738
116898,10426,1287
116899,10427,2132
116900,10428,2904
116901,10429,7739
116902,10429,353
116903,10429,3730
116904,10429,838
116905,10429,7740
116906,10429,640
116907,10430,5576
116908,10430,1733
116909,10431,2436
116910,10431,7741
116911,10431,7742
116912,10431,7743
116913,10431,56
116914,10432,7744
116915,10432,7745
116916,10432,875
116917,10432,3863
116918,10432,7746
116919,10432,873
116920,10432,4817
116921,10433,174
116922,10433,150
116923,10433,160
116924,10434,61
116925,10434,7389
116926,10434,7747
116927,10434,7748
116928,10434,102
116929,10435,6915
116930,10436,653
116931,10436,5609
116932,10437,3907
116933,10438,3428
116934,10438,384
116935,10438,7749
116936,10438,111
116937,10438,136
116938,10439,7750
116939,10439,7751
116940,10439,6015
116941,10440,6473
116942,10440,7752
116943,10440,283
116944,10440,442
116945,10441,467
116946,10441,222
116947,10441,2130
116948,10441,442
116949,10442,7753
116950,10442,7754
116951,10443,436
116952,10444,7650
116953,10444,7755
116954,10444,6749
116955,10445,7756
116956,10446,648
116957,10446,7757
116958,10446,2419
116959,10447,7758
116960,10447,7759
116961,10448,7760
116962,10448,7312
116963,10449,652
116964,10449,5586
116965,10449,7761
116966,10449,7762
116967,10450,6985
116968,10451,2334
116969,10451,2335
116970,10451,2336
116971,10451,2337
116972,10452,3095
116973,10452,68
116974,10452,331
116975,10452,7763
116976,10452,3244
116977,10452,470
116978,10453,7764
116979,10453,5212
116980,10454,309
116981,10455,61
116982,10455,438
116983,10456,6915
116984,10457,392
116985,10458,2743
116986,10459,7765
116987,10459,7766
116988,10459,7767
116989,10459,7768
116990,10459,7769
116991,10459,7770
116992,10459,7771
116993,10459,7772
116994,10460,299
116995,10461,3286
116996,10462,336
116997,10462,325
116998,10462,403
116999,10462,1302
117000,10462,29
117001,10462,302
117002,10462,7223
117003,10463,35
117004,10463,175
117005,10463,153
117006,10463,653
117007,10464,7773
117008,10465,26
117009,10465,1200
117010,10465,1000
117011,10466,3372
117012,10466,174
117013,10466,150
117014,10467,1498
117015,10468,875
117016,10468,7774
117017,10468,3863
117018,10468,450
117019,10468,1047
117020,10468,3134
117021,10468,980
117022,10468,7775
117023,10468,3135
117024,10469,7776
117025,10469,4785
117026,10470,7777
117027,10470,3550
117028,10470,7778
117029,10471,557
117030,10472,1328
117031,10472,1458
117032,10473,557
117033,10473,565
117034,10474,7779
117035,10474,450
117036,10475,3739
117037,10476,436
117038,10476,109
117039,10476,111
117040,10476,7780
117041,10477,3099
117042,10478,3099
117043,10478,4732
117044,10479,7781
117045,10480,7782
117046,10481,557
117047,10482,5776
117048,10483,309
117049,10484,2198
117050,10485,1439
117051,10486,7587
117052,10487,7635
117053,10487,3550
117054,10488,7783
117055,10488,7622
117056,10489,2683
117057,10490,680
117058,10491,4812
117059,10492,557
117060,10493,511
117061,10493,7784
117062,10494,7785
117063,10494,7786
117064,10495,1154
117065,10496,2605
117066,10497,1297
117067,10497,7787
117068,10497,7788
117069,10498,7777
117070,10498,3550
117071,10499,7777
117072,10499,3550
117073,10500,3550
117074,10500,7789
117075,10501,7790
117076,10501,7791
117077,10502,557
117078,10502,309
117079,10503,7635
117080,10503,3550
117081,10503,7792
117082,10504,7684
117083,10504,7685
117084,10505,7793
117085,10505,7794
117086,10506,7795
117087,10507,1395
117088,10508,5617
117089,10509,68
117090,10510,7796
117091,10510,5
117092,10511,2979
117093,10511,1082
117094,10512,453
117095,10512,454
117096,10512,67
117097,10512,455
117098,10512,456
117099,10512,218
117100,10512,457
117101,10512,458
117102,10513,6417
117103,10513,7797
117104,10513,7798
117105,10513,7799
117106,10514,7538
117107,10515,7800
117108,10516,7716
117109,10517,7801
117110,10517,7802
117111,10517,7803
117112,10517,7804
117113,10518,392
117114,10519,301
117115,10519,2467
117116,10519,7805
117117,10520,2672
117118,10520,6278
117119,10521,109
117120,10521,259
117121,10521,442
117122,10521,118
117123,10521,119
117124,10522,2198
117125,10523,7806
117126,10524,7622
117127,10525,7636
117128,10526,7807
117129,10526,7808
117130,10527,5438
117131,10527,7777
117132,10527,3550
117133,10528,7622
117134,10529,7587
117135,10529,7636
117136,10530,7777
117137,10530,3550
117138,10531,2198
117139,10532,2198
117140,10533,2198
117141,10534,1082
117142,10535,7622
117143,10536,7809
117144,10537,436
117145,10538,1017
117146,10538,522
117147,10539,1976
117148,10540,2390
117149,10540,7305
117150,10541,7810
117151,10542,108
117152,10542,125
117153,10542,95
117154,10542,30
117155,10542,410
117156,10542,821
117157,10543,7811
117158,10543,7812
117159,10544,7296
117160,10545,30
117161,10545,1767
117162,10546,7813
117163,10547,7814
117164,10548,290
117165,10548,301
117166,10548,7815
117167,10548,640
117168,10549,7816
117169,10549,7817
117170,10549,7818
117171,10549,6820
117172,10550,1498
117173,10551,7819
117174,10551,7820
117175,10551,2979
117176,10551,1082
117177,10552,2868
117178,10553,2357
117179,10554,325
117180,10554,206
117181,10554,6783
117182,10554,6784
117183,10554,6785
117184,10554,6786
117185,10555,4228
117186,10556,297
117187,10557,7776
117188,10557,4785
117189,10558,471
117190,10558,325
117191,10558,408
117192,10558,87
117193,10558,248
117194,10558,417
117195,10558,1133
117196,10559,858
117197,10559,392
117198,10560,810
117199,10560,781
117200,10561,1354
117201,10561,669
117202,10562,1354
117203,10562,669
117204,10563,1354
117205,10563,669
117206,10564,1354
117207,10564,669
117208,10565,1354
117209,10565,669
117210,10566,1354
117211,10566,669
117212,10567,1354
117213,10567,669
117214,10568,1354
117215,10568,669
117216,10569,1354
117217,10569,669
117218,10570,1354
117219,10570,669
117220,10571,1354
117221,10571,669
117222,10572,1354
117223,10572,669
117224,10573,1354
117225,10573,669
117226,10574,2965
117227,10575,436
117228,10576,1610
117229,10577,1127
117230,10578,7821
117231,10579,7822
117232,10579,7823
117233,10580,969
117234,10581,2184
117235,10582,1794
117236,10582,7824
117237,10582,7825
117238,10583,4784
117239,10584,1610
117240,10584,5224
117241,10584,7826
117242,10584,436
117243,10584,7827
117244,10584,7828
117245,10584,5668
117246,10585,436
117247,10586,358
117248,10586,6394
117249,10586,325
117250,10586,206
117251,10586,359
117252,10587,5893
117253,10587,2627
117254,10587,7829
117255,10588,6222
117256,10588,5781
117257,10589,7830
117258,10590,7831
117259,10590,7832
117260,10591,3222
117261,10592,7833
117262,10592,684
117263,10592,7834
117264,10592,7835
117265,10593,7833
117266,10593,684
117267,10593,7836
117268,10593,7837
117269,10593,7838
117270,10594,6985
117271,10595,6985
117272,10596,299
117273,10596,7839
117274,10597,3541
117275,10598,4685
117276,10598,7840
117277,10599,5224
117278,10599,7826
117279,10599,7841
117280,10600,2760
117281,10601,565
117282,10602,1267
117283,10603,7842
117284,10604,1174
117285,10605,7833
117286,10605,684
117287,10605,7836
117288,10605,7837
117289,10605,7838
117290,10606,1868
117291,10606,1869
117292,10606,1870
117293,10606,1871
117294,10606,1872
117295,10606,1873
117296,10606,1518
117297,10606,78
117298,10607,2429
117299,10607,4785
117300,10608,7843
117301,10608,68
117302,10608,7844
117303,10609,2683
117304,10610,7845
117305,10611,4000
117306,10611,7846
117307,10612,7847
117308,10612,7848
117309,10612,7849
117310,10613,7020
117311,10613,926
117312,10613,1439
117313,10614,6985
117314,10615,2355
117315,10616,2355
117316,10617,6417
117317,10618,7850
117318,10618,7851
117319,10619,4294
117320,10619,1236
117321,10619,1237
117322,10620,278
117323,10621,480
117324,10621,216
117325,10621,485
117326,10621,4122
117327,10622,4685
117328,10622,7840
117329,10623,3606
117330,10624,297
117331,10624,2682
117332,10624,1055
117333,10624,7852
117334,10624,7853
117335,10624,7854
117336,10624,458
117337,10625,7855
117338,10626,6915
117339,10627,2198
117340,10628,7856
117341,10629,7857
117342,10629,7858
117343,10629,2641
117344,10630,2479
117345,10630,2649
117346,10631,2683
117347,10632,7859
117348,10633,4000
117349,10634,7860
117350,10634,7861
117351,10635,7125
117352,10635,7862
117353,10636,2807
117354,10636,7863
117355,10636,7864
117356,10636,2760
117357,10637,4294
117358,10637,7865
117359,10637,1236
117360,10637,1549
117361,10637,18
117362,10638,2710
117363,10639,5580
117364,10640,2198
117365,10641,2198
117366,10642,7866
117367,10642,1916
117368,10642,1463
117369,10643,557
117370,10644,2198
117371,10644,2555
117372,10645,7777
117373,10645,3550
117374,10646,7807
117375,10646,7808
117376,10647,2198
117377,10647,2555
117378,10648,2198
117379,10649,2198
117380,10650,7777
117381,10650,3550
117382,10650,7587
117383,10651,7777
117384,10651,3550
117385,10652,7777
117386,10652,3550
117387,10653,7632
117388,10653,7867
117389,10654,7617
117390,10654,7777
117391,10654,3550
117392,10655,7868
117393,10655,7869
117394,10655,2469
117395,10655,7870
117396,10656,278
117397,10657,523
117398,10657,7871
117399,10658,301
