id,book_id,author_id
44747,6073,333
44748,6074,295
44749,6075,1644
44750,6076,1645
44751,6077,1646
44752,6078,1647
44753,6079,906
44754,6080,1648
44755,6081,90
44756,6082,1649
44757,6083,1643
44758,6084,1650
44759,6085,1651
44760,6086,1652
44761,6087,1653
44762,6089,1332
44763,6090,758
44764,6091,244
44765,6092,664
44766,6093,437
44767,6094,473
44768,6095,480
44769,6096,480
44770,6097,480
44771,6098,480
44772,6099,1654
44773,6100,189
44774,6101,1655
44775,6102,758
44776,6103,1656
44777,6104,1622
44778,6105,990
44779,6106,1657
44780,6107,1658
44781,6108,751
44782,6109,1659
44783,6110,1660
44784,6111,1661
44785,6112,1604
44786,6113,758
44787,6114,1662
44788,6115,1582
44789,6116,1663
44790,6117,758
44791,6118,1335
44792,6119,114
44793,6120,127
44794,6121,1664
44795,6122,1665
44796,6123,706
44797,6124,1666
44798,6125,1667
44799,6126,1534
44800,6127,207
44801,6128,758
44802,6129,1668
44803,6130,629
44804,6131,73
44805,6132,1669
44806,6133,591
44807,6134,1670
44808,6135,1671
44809,6136,1672
44810,6137,1673
44811,6138,664
44812,6139,1674
44813,6140,1675
44814,6141,1676
51977,13545,3890
51978,13546,2204
51979,13547,2828
51980,13549,3891
51981,13550,112
51982,13551,112
51983,13552,3815
51984,13553,2828
51985,13554,767
51986,13555,20
51987,13556,1765
51988,13557,3892
51989,13558,112
51990,13559,1759
51991,13560,3893
51992,13561,3894
51993,13562,1168
51994,13563,112
51995,13564,2346
51996,13565,3895
51997,13566,2346
51998,13567,1344
51999,13569,3896
52000,13570,3897
52001,13571,112
52002,13572,603
52003,13573,2237
52004,13574,3898
52005,13575,3899
52006,13576,2788
52007,13577,3900
52008,13578,112
52009,13579,3111
52010,13580,2346
52011,13581,2346
52012,13582,3901
52013,13583,466
52014,13583,924
52015,13584,112
52016,13585,106
52017,13586,3902
52018,13587,112
52019,13588,3903
52020,13589,3904
52021,13591,3905
52022,13592,753
52023,13593,2346
52024,13594,1554
52025,13595,2788
52026,13596,2788
52027,13597,1135
52028,13598,3906
52029,13598,3907
52030,13599,3908
52031,13600,112
52032,13601,1998
52033,13602,3111
52034,13603,3909
52035,13604,3910
52036,13605,1045
52037,13606,3911
52038,13606,2851
52039,13607,2605
52040,13608,3912
52041,13609,2622
52042,13610,2260
52043,13611,2260
52044,13612,2260
52045,13613,2260
52046,13614,2260
52047,13615,2260
52048,13617,1425
52049,13618,3913
52050,13619,213
52051,13621,301
52052,13622,3914
52053,13624,3915
52054,13625,2788
52055,13626,444
52056,13627,3916
52057,13628,82
52058,13629,753
52059,13631,112
52060,13632,112
52061,13633,112
52062,13634,112
52063,13635,112
52064,13636,112
52065,13637,112
52066,13638,112
52067,13639,112
52068,13640,112
52069,13641,112
52070,13642,112
52071,13643,112
52072,13644,112
52073,13645,857
52074,13645,886
52075,13646,449
52076,13647,449
52077,13648,449
52078,13649,449
52079,13650,449
52080,13651,3917
52081,13652,3918
52082,13653,753
52083,13654,1168
52084,13655,112
52085,13656,3507
52086,13657,3919
52087,13658,3919
52088,13659,3919
52089,13660,924
52090,13660,466
52091,13661,3920
52092,13662,2346
52093,13663,2346
52094,13664,527
52095,13665,3921
52096,13666,3922
52097,13667,1365
52098,13668,753
52099,13669,3923
52100,13670,256
52101,13671,753
52102,13672,1172
52103,13673,561
52104,13675,73
52105,13676,3924
52106,13677,823
52107,13678,1957
52108,13679,1106
52109,13680,112
52110,13681,3386
52111,13682,3386
52112,13683,3925
52113,13684,112
52114,13685,3926
52115,13686,3927
52116,13687,3928
52117,13688,3929
52118,13689,3930
52119,13690,3415
52120,13691,2346
52121,13692,3931
52122,13693,3932
52123,13694,104
52124,13695,471
52125,13696,3933
52126,13697,3934
52127,13698,3935
52128,13699,3936
52129,13700,3111
52130,13702,3937
52131,13703,1764
52132,13704,3938
52133,13705,3562
52134,13706,3939
52135,13707,25
52136,13708,3940
52137,13709,1084
52138,13710,112
52139,13711,112
52140,13712,112
52141,13713,112
52142,13715,3941
52143,13716,448
52144,13717,3942
52145,13718,3943
52146,13719,112
52147,13720,8
52148,13721,8
52149,13722,3945
52150,13722,3944
52151,13723,760
52152,13724,1507
52153,13725,629
52154,13725,3946
52155,13726,89
52156,13727,3764
52157,13728,2237
52158,13729,112
52159,13730,214
52160,13731,2802
52161,13732,3947
52162,13733,3276
52163,13734,65
52164,13735,65
52165,13736,112
52166,13737,3948
52167,13738,2986
52168,13739,104
52169,13740,3949
52170,13741,112
52171,13743,860
52172,13744,753
52173,13745,2346
52174,13746,3950
52175,13747,112
52176,13748,1430
52177,13749,1466
52178,13750,78
52179,13752,3607
52180,13753,1531
52181,13754,3951
52182,13755,3952
52183,13756,3577
52184,13757,1135
52185,13758,3953
52186,13759,3956
52187,13759,3955
52188,13759,3954
52189,13760,3957
52190,13761,112
52191,13762,3958
52192,13763,2828
52193,13764,3543
52194,13765,107
52195,13766,3959
52196,13767,3960
52197,13768,2346
52198,13769,2346
52199,13770,112
52200,13771,33
52201,13772,107
52202,13773,3961
52203,13774,2828
52204,13775,3962
52205,13777,3963
52206,13778,213
52207,13779,2346
52208,13780,2346
52209,13781,3964
52210,13782,2237
52211,13783,3965
52212,13784,1339
52213,13785,3966
52214,13786,3967
52215,13787,3968
52216,13788,112
52217,13789,3969
52218,13790,2847
52219,13791,3970
52220,13792,1654
52221,13793,1168
52222,13794,474
52223,13795,65
52224,13796,112
52225,13797,112
52226,13798,1256
52227,13799,1740
52228,13801,2237
52229,13802,3971
52230,13803,159
52231,13804,3972
52232,13805,3368
52233,13806,3349
52234,13807,3601
52235,13808,3973
52236,13809,3974
52237,13810,3344
52238,13811,1118
52239,13812,623
52240,13813,1393
52241,13814,3975
52242,13816,3976
52243,13817,3978
52244,13817,3977
52245,13818,753
52246,13819,444
52247,13820,527
52248,13821,527
52249,13822,112
52250,13823,2237
52251,13824,3980
52252,13824,3979
52253,13825,647
52254,13826,3148
52255,13827,2237
52256,13828,112
52257,13829,112
52258,13830,15
52259,13831,3981
52260,13832,1229
52261,13833,3202
52262,13834,3982
52263,13835,2788
52264,13836,3983
52265,13837,753
52266,13838,753
52267,13839,753
52268,13840,3749
52269,13841,1797
52270,13842,3984
52271,13843,3986
52272,13843,3985
52273,13844,1014
52274,13845,2984
52275,13846,40
52276,13847,3111
52277,13848,3987
52278,13849,2346
52279,13850,2346
52280,13851,471
52281,13852,760
52282,13853,3990
52283,13853,3988
52284,13853,3989
52285,13854,788
52286,13855,3991
52287,13856,444
52288,13857,444
52289,13858,3992
52290,13859,751
52291,13860,3998
52292,13860,4000
52293,13860,3996
52294,13860,3997
52295,13860,3994
52296,13860,3999
52297,13860,3993
52298,13860,3995
52299,13861,4001
52300,13862,1769
52301,13863,1769
52302,13864,112
52303,13865,112
52304,13866,471
52305,13867,4002
52306,13868,61
52307,13869,4003
52308,13870,73
52309,13871,1562
52310,13872,4004
52311,13873,2346
52312,13874,2346
52313,13875,753
52314,13876,1252
52315,13877,4005
52316,13878,1068
52317,13879,4006
52318,13880,2850
52319,13881,4007
52320,13882,2818
52321,13883,2490
52322,13884,1666
52323,13885,1526
52324,13886,4008
52325,13887,4009
52326,13888,3267
52327,13889,4010
52328,13890,2350
52329,13891,648
52330,13892,753
52331,13893,1426
52332,13894,760
52333,13895,4011
52334,13896,4012
52335,13897,1765
52336,13898,4013
52337,13899,112
52338,13900,4014
52339,13901,4015
52340,13902,73
52341,13903,112
52342,13904,1154
52343,13905,4016
52344,13906,4017
52345,13907,112
52346,13908,324
52347,13909,59
52348,13910,4018
52349,13911,213
52350,13912,553
52351,13913,3495
52352,13914,3033
52353,13915,4019
52354,13916,4020
52355,13917,753
52356,13918,4021
52357,13919,2346
52358,13920,2346
52359,13921,4022
52360,13922,3879
52361,13923,4023
52362,13923,4024
52363,13924,112
52364,13925,112
52365,13926,4025
52366,13927,112
52367,13928,4026
52368,13929,161
52369,13930,648
52370,13931,4027
52371,13932,1135
52372,13933,4028
52373,13933,4029
52374,13934,4030
52375,13935,112
52376,13936,112
52377,13937,200
52378,13938,73
52379,13939,112
52380,13940,323
52381,13942,4031
52382,13944,214
52383,13945,111
52384,13946,4032
52385,13947,444
52386,13948,444
52387,13949,444
52388,13950,444
52389,13951,444
52390,13952,444
52391,13953,4033
52392,13954,112
52393,13955,1989
52394,13956,112
52395,13957,215
52396,13958,4034
52397,13959,4035
52398,13960,2828
52399,13961,112
52400,13962,112
52401,13963,4036
52402,13964,112
52403,13965,1554
52404,13966,112
52405,13967,1335
52406,13968,744
44815,6142,1396
44816,6143,1223
44817,6144,1677
44818,6145,1678
44819,6146,706
44820,6147,706
44821,6148,706
44822,6149,1679
44823,6150,629
44824,6151,556
44825,6152,556
44826,6153,556
44827,6154,556
44828,6155,556
44829,6156,556
44830,6157,131
44831,6158,1680
44832,6158,1681
44833,6159,914
44834,6160,1682
44835,6161,135
44836,6162,159
44837,6163,1683
44838,6164,214
44839,6165,1662
44840,6166,1684
44841,6167,1668
44842,6168,1685
44843,6169,706
44844,6170,706
44845,6171,706
44846,6172,1686
44847,6173,664
44848,6174,1107
44849,6175,1107
44850,6176,1107
44851,6177,1107
44852,6178,1107
44853,6179,1107
44854,6180,1107
44855,6181,1107
44856,6182,1107
44857,6183,1107
44858,6184,1107
44859,6185,1107
44860,6186,1107
44861,6187,1107
44862,6188,1107
44863,6189,1107
44864,6190,1107
44865,6191,1107
44866,6192,1107
44867,6193,1107
44868,6194,1107
44869,6195,1107
44870,6196,1107
44871,6197,1107
44872,6198,1107
44873,6199,1107
44874,6200,1687
44875,6201,1107
44876,6202,1107
44877,6203,1107
44878,6204,1107
44879,6205,1107
44880,6206,1107
44881,6207,1107
44882,6208,1107
44883,6209,1107
44884,6210,1107
44885,6211,1107
44886,6212,1107
44887,6213,1107
44888,6214,1107
44889,6215,1107
44890,6216,1107
44891,6217,1107
44892,6218,1107
44893,6219,1107
44894,6220,1107
44895,6221,1107
44896,6222,1107
44897,6223,1107
44898,6224,1107
44899,6225,1107
44900,6226,1107
44901,6227,1107
44902,6228,1107
44903,6229,1107
44904,6230,1107
44905,6231,1107
44906,6232,1107
44907,6233,1107
44908,6234,1107
44909,6235,1107
44910,6236,1107
44911,6237,1107
44912,6238,1107
44913,6239,1107
44914,6240,1107
44915,6241,1107
44916,6242,1107
44917,6243,1107
44918,6244,1107
44919,6245,1107
44920,6246,1107
44921,6247,1107
44922,6248,1107
44923,6249,1107
44924,6250,1107
44925,6251,1107
44926,6252,1107
44927,6253,1107
44928,6254,1107
44929,6255,1107
44930,6256,1107
44931,6257,1107
44932,6258,1107
44933,6259,1107
44934,6260,1107
44935,6261,1107
44936,6262,1107
44937,6263,1107
44938,6264,1107
44939,6265,1107
38715,2,1
38716,3,2
38717,4,3
38718,5,4
38719,6,2
38720,7,5
38721,9,4
38722,10,4
38723,12,6
38724,13,6
38725,14,6
38726,15,7
38727,16,8
38728,17,9
38729,18,10
38730,18,11
38731,19,12
38732,19,13
38733,19,14
38734,20,15
38735,21,16
38736,22,17
38737,23,18
38738,24,19
38739,25,20
38740,26,7
38741,27,16
38742,28,21
38743,29,17
38744,30,22
38745,32,23
38746,33,24
38747,34,25
38748,35,26
38749,36,27
38750,37,27
38751,38,22
38752,40,28
38753,41,29
38754,42,30
38755,43,31
38756,44,31
38757,45,20
38758,46,32
38759,47,33
38760,48,32
38761,49,7
38762,50,34
38763,51,35
38764,52,32
38765,53,36
38766,54,37
38767,55,38
38768,56,38
38769,57,34
38770,58,39
38771,59,16
38772,60,40
38773,61,41
38774,62,42
38775,62,43
38776,63,44
38777,64,39
38778,65,44
38779,66,39
38780,67,45
38781,68,46
38782,69,44
38783,70,47
38784,71,48
38785,72,49
38786,73,44
38787,74,50
38788,75,48
38789,76,51
38790,77,48
38791,78,25
38792,79,44
38793,80,52
38794,81,53
38795,82,44
38796,83,54
38797,84,55
38798,85,56
38799,86,44
38800,87,48
38801,88,7
38802,89,57
38803,90,58
38804,91,44
38805,92,48
38806,93,44
38807,94,48
38808,95,20
38809,96,59
38810,97,44
38811,98,60
38812,99,33
38813,100,19
38814,101,61
38815,102,62
38816,103,48
38817,104,55
38818,105,63
38819,106,64
38820,107,44
38821,108,21
38822,109,65
38823,110,66
38824,111,21
38825,112,67
38826,113,68
38827,114,69
38828,115,70
38829,116,22
38830,117,2
38831,118,71
38832,119,72
38833,120,48
38834,121,31
38835,122,64
38836,123,21
38837,124,44
38838,125,73
38839,126,67
38840,127,65
38841,128,74
38842,128,75
38843,129,76
38844,130,74
38845,130,75
38846,131,77
38847,132,78
38848,133,79
38849,134,80
38850,135,81
38851,136,82
38852,137,31
38853,138,69
38854,139,83
38855,140,65
38856,141,84
38857,142,64
38858,143,48
38859,144,21
38860,145,85
38861,146,86
38862,147,69
38863,148,87
38864,149,88
38865,150,44
38866,151,89
38867,152,90
38868,153,91
38869,154,21
38870,155,92
38871,156,93
38872,157,71
38873,158,94
38874,159,64
38875,160,27
38876,161,95
38877,162,64
38878,163,96
38879,164,97
38880,165,55
38881,166,98
38882,167,99
38883,168,100
38884,169,101
38885,170,102
38886,171,93
38887,172,103
38888,173,104
38889,174,105
38890,175,106
38891,176,107
38892,177,108
38893,178,108
38894,179,108
38895,180,108
38896,181,7
38897,182,109
38898,201,110
38899,202,60
38900,203,19
38901,204,111
38902,205,77
38903,206,49
38904,207,112
38905,208,113
38906,209,108
38907,210,108
38908,211,108
38909,212,108
38910,213,39
38911,214,114
38912,215,115
38913,216,116
38914,217,117
38915,218,118
38916,219,119
38917,220,120
38918,221,120
38919,222,65
38920,223,121
38921,224,77
38922,225,21
38923,226,122
38924,227,123
38925,228,124
38926,229,124
38927,230,124
38928,231,124
38929,232,124
38930,233,124
38931,234,125
38932,235,102
38933,236,126
38934,237,127
38935,238,128
38936,239,94
38937,240,2
38938,241,129
38939,242,130
38940,243,20
38941,244,131
38942,245,65
38943,246,48
38944,247,132
38945,248,133
38946,249,133
38947,251,57
38948,251,134
38949,252,2
38950,253,2
38951,253,135
38952,254,136
38953,255,39
38954,256,137
38955,257,2
38956,258,138
38957,259,139
38958,260,113
38959,261,140
38960,261,141
38961,262,142
38962,263,143
38963,264,144
38964,265,144
38965,267,145
38966,268,99
38967,269,98
38968,270,146
38969,271,147
38970,272,148
38971,273,149
38972,274,149
38973,275,149
38974,276,150
38975,277,151
38976,278,152
38977,279,153
38978,281,31
38979,282,31
38980,283,154
38981,284,99
38982,285,99
38983,286,155
38984,287,67
38985,288,156
38986,289,157
38987,290,147
38988,291,65
38989,292,147
38990,293,158
38991,294,159
38992,295,65
38993,296,99
38994,297,159
38995,298,160
38996,299,80
38997,300,161
38998,301,1
38999,302,106
39000,303,162
39001,304,73
39002,305,114
39003,306,163
39004,307,99
39005,308,114
39006,309,164
39007,310,113
39008,311,116
39009,312,99
39010,313,165
39011,314,166
39012,315,167
39013,316,113
39014,317,32
39015,318,168
39016,319,116
39017,320,169
39018,321,73
39019,322,98
39020,323,31
39021,324,127
39022,325,170
39023,326,122
39024,327,171
39025,328,172
39026,329,173
39027,330,31
39028,331,174
39029,332,44
39030,333,175
39031,334,176
39032,335,172
39033,336,177
39034,337,178
39035,338,178
39036,339,179
39037,340,178
39038,341,178
39039,342,180
39040,343,9
39041,344,31
39042,345,31
39043,346,181
39044,347,20
39045,348,39
39046,349,182
39047,350,67
39048,351,183
39049,352,121
39050,353,183
39051,354,184
39052,355,185
39053,355,186
39054,356,65
39055,357,65
39056,358,102
39057,359,172
39058,360,187
39059,361,188
39060,362,189
39061,363,189
39062,364,44
39063,365,44
39064,366,190
39065,367,174
39066,368,191
39067,369,192
39068,370,44
39069,371,193
39070,372,194
39071,373,31
39072,374,31
39073,375,195
39074,376,195
39075,377,193
39076,378,196
39077,379,197
39078,379,198
39079,380,169
39080,381,31
39081,382,31
39082,383,31
39083,384,199
39084,385,69
39085,386,200
39086,387,31
39087,388,31
39088,389,201
39089,390,202
39090,391,203
39091,393,204
39092,394,205
39093,395,206
39094,396,78
39095,397,207
39096,398,16
39097,399,208
39098,400,159
39099,401,209
39100,402,98
39101,403,160
39102,404,172
39103,405,210
39104,406,172
39105,407,112
39106,408,172
39107,409,211
39108,410,212
39109,411,170
39110,412,172
39111,413,213
39112,414,31
39113,415,214
39114,416,215
39115,417,216
39116,418,149
39117,419,149
39118,420,38
39119,421,38
39120,422,31
39121,423,215
39122,424,65
39123,425,217
39124,426,31
39125,427,31
39126,428,207
39127,429,59
39128,430,207
39129,431,218
39130,432,218
39131,433,108
39132,434,218
39133,435,174
39134,436,219
39135,437,38
39136,438,73
39137,439,31
39138,440,65
39139,441,189
39140,442,31
39141,443,209
39142,444,220
39143,445,188
39144,446,221
39145,447,222
39146,448,50
39147,449,221
39148,450,223
39149,450,224
39150,451,218
39151,452,120
39152,453,215
39153,454,183
39154,455,225
39155,456,226
39156,457,27
39157,458,218
39158,459,227
39159,460,69
39160,461,69
39161,462,228
39162,463,159
39163,464,50
39164,465,31
39165,466,229
39166,467,230
39167,468,231
39168,469,232
39169,470,233
39170,471,77
39171,472,54
39172,473,234
39173,474,235
39174,475,235
39175,476,236
39176,477,237
39177,478,238
39178,479,218
39179,480,69
39180,481,239
39181,482,240
39182,483,21
39183,484,160
39184,485,241
39185,486,38
39186,487,38
39187,488,31
39188,489,242
39189,490,183
39190,491,243
39191,492,244
39192,493,31
39193,494,120
39194,495,120
39195,496,120
39196,497,245
39197,498,246
39198,499,247
39199,500,248
39200,501,249
39201,502,250
39202,503,200
39203,504,76
39204,505,251
39205,506,252
39206,507,69
39207,508,86
39208,509,25
39209,510,253
39210,511,253
39211,512,253
39212,513,25
39213,514,25
39214,515,97
39215,516,177
39216,517,31
39217,518,38
39218,519,38
39219,520,38
39220,521,38
39221,522,193
39222,523,254
39223,524,254
39224,525,27
39225,526,120
39226,527,120
39227,528,120
39228,529,159
39229,530,255
39230,531,159
39231,532,230
39232,533,67
39233,534,67
39234,535,31
39235,536,31
39236,537,31
39237,538,65
39238,539,256
39239,540,257
39240,542,99
39241,543,258
39242,544,259
39243,545,32
39244,546,44
39245,547,260
39246,548,163
39247,549,261
39248,549,262
39249,550,263
39250,551,86
39251,552,44
39252,553,44
39253,554,44
39254,555,264
39255,556,146
39256,557,127
39257,558,127
39258,559,265
39259,560,265
39260,561,265
39261,562,193
39262,563,266
39263,564,267
39264,565,33
39265,566,215
39266,567,268
39267,568,269
39268,569,269
39269,570,269
39270,571,270
39271,572,7
39272,573,271
39273,574,272
39274,574,273
39275,575,274
39276,576,275
39277,577,110
39278,578,276
39279,579,277
39280,580,278
39281,581,33
39282,582,279
39283,583,271
39284,584,93
39285,585,280
39286,586,281
39287,586,282
39288,587,283
39289,588,227
39290,589,33
39291,590,31
39292,591,284
39293,592,209
39294,593,217
39295,594,285
39296,596,286
39297,597,209
39298,598,39
39299,599,287
39300,600,288
39301,601,289
39302,602,290
39303,603,291
39304,604,215
39305,605,292
39306,606,44
39307,607,293
39308,608,150
39309,609,16
39310,610,294
39311,611,295
39312,612,265
39313,613,296
39314,614,296
39315,615,31
39316,616,297
39317,617,31
39318,618,298
39319,619,39
39320,620,299
39321,621,6
39322,622,300
39323,623,31
39324,624,301
39325,625,302
39326,626,286
39327,627,303
39328,628,31
39329,629,75
39330,629,74
39331,630,74
39332,630,75
39333,631,74
39334,631,75
39335,632,74
39336,632,75
39337,633,75
39338,633,74
39339,636,74
39340,636,75
39341,637,304
39342,638,31
39343,639,120
39344,640,305
39345,641,76
39346,642,76
39347,643,108
39348,644,108
39349,645,33
39350,646,108
39351,647,306
39352,648,31
39353,648,307
39354,649,215
39355,651,33
39356,652,6
39357,653,276
39358,654,33
39359,655,78
39360,656,141
39361,656,308
39362,657,309
39363,659,310
39364,660,159
39365,661,110
39366,661,133
39367,662,110
39368,662,133
39369,663,133
39370,663,110
39371,664,133
39372,664,110
39373,665,110
39374,665,133
39375,666,133
39376,666,110
39377,667,110
39378,667,133
39379,668,133
39380,668,110
39381,669,133
39382,669,110
39383,670,110
39384,670,133
39385,671,133
39386,671,110
39387,672,159
39388,673,311
39389,674,110
39390,675,312
39391,676,33
39392,677,33
39393,678,313
39394,679,33
39395,680,314
39396,681,315
39397,682,316
39398,683,317
39399,684,318
39400,685,319
39401,686,320
39402,687,321
39403,688,120
39404,689,322
39405,690,131
39406,691,323
39407,692,324
39408,693,324
39409,694,325
39410,695,112
39411,696,313
39412,697,326
39413,698,122
39414,699,31
39415,700,33
39416,701,33
39417,702,327
39418,703,328
39419,704,329
39420,705,330
39421,706,331
39422,707,332
39423,708,332
39424,709,122
39425,710,122
39426,711,116
39427,712,333
39428,713,334
39429,714,304
39430,715,335
39431,716,265
39432,717,227
39433,718,336
39434,719,27
39435,720,31
39436,720,337
39437,721,120
39438,722,247
39439,723,338
39440,723,339
39441,723,340
39442,724,92
39443,725,92
39444,726,210
39445,727,92
39446,728,341
39447,729,92
39448,730,342
39449,731,33
39450,732,343
39451,733,343
39452,734,343
39453,735,343
39454,736,343
39455,737,343
39456,738,335
39457,739,76
39458,740,344
39459,741,345
39460,742,346
39461,743,347
39462,744,348
39463,745,74
39464,745,75
39465,746,349
39466,747,116
39467,748,350
39468,748,351
39469,749,352
39470,750,353
39471,752,354
39472,754,229
39473,755,355
39474,756,356
39475,757,357
39476,758,358
39477,759,359
39478,759,360
39479,760,361
39480,761,361
39481,762,361
39482,763,362
39483,764,363
39484,764,364
39485,764,365
39486,765,366
39487,766,367
39488,767,33
39489,768,368
39490,769,369
39491,770,370
39492,771,371
39493,772,372
39494,773,31
39495,774,106
39496,775,106
39497,776,27
39498,777,227
39499,778,373
39500,779,371
39501,780,374
39502,781,27
39503,783,375
39504,784,376
39505,785,161
39506,786,377
39507,787,33
39508,788,156
39509,789,116
39510,790,331
39511,791,106
39512,792,295
39513,793,378
39514,794,379
39515,795,371
39516,797,380
39517,798,380
39518,799,380
39519,800,55
39520,801,55
39521,802,380
39522,803,380
39523,804,380
39524,805,381
39525,806,382
39526,807,23
39527,808,33
39528,809,358
39529,809,383
39530,810,33
39531,811,33
39532,812,374
39533,814,384
39534,815,299
39535,816,385
39536,817,385
39537,819,386
39538,820,387
39539,821,388
39540,821,389
39541,822,33
39542,823,390
39543,825,33
39544,826,73
39545,827,73
39546,828,73
39547,829,73
39548,830,301
39549,831,391
39550,832,392
39551,833,393
39552,834,394
39553,835,65
39554,836,331
39555,837,371
39556,838,371
39557,839,210
39558,840,31
39559,841,395
39560,842,142
39561,843,378
39562,844,396
39563,845,106
39564,846,397
39565,847,398
39566,848,399
39567,849,31
39568,850,164
39569,851,400
39570,852,401
39571,853,402
39572,855,106
39573,856,164
39574,857,164
39575,858,164
39576,859,164
39577,860,403
39578,861,403
39579,862,404
39580,863,405
39581,864,406
39582,865,31
39583,866,164
39584,867,164
39585,868,164
39586,869,164
39587,870,164
39588,871,164
39589,872,407
39590,873,33
39591,874,106
39592,875,408
39593,875,409
39594,876,106
39595,877,177
39596,878,30
39597,879,410
39598,880,410
39599,881,411
39600,882,412
39601,883,33
39602,884,33
39603,885,304
39604,886,106
39605,887,413
39606,888,106
39607,889,33
39608,889,93
39609,890,414
39610,891,343
39611,892,343
39612,893,343
39613,894,343
39614,895,343
39615,896,343
39616,897,415
39617,898,288
39618,899,108
39619,900,416
39620,901,343
39621,902,374
39622,903,106
39623,904,65
39624,905,67
39625,906,417
39626,906,418
39627,907,411
39628,908,419
39629,908,420
39630,908,421
39631,909,422
39632,910,423
39633,911,116
39634,912,116
39635,913,33
39636,914,424
39637,915,33
39638,916,425
39639,917,33
39640,918,33
39641,919,33
39642,920,426
39643,921,426
39644,922,106
39645,923,33
39646,924,427
39647,925,33
39648,926,428
39649,927,429
39650,928,33
39651,929,6
39652,930,430
39653,930,431
39654,930,432
39655,931,433
39656,932,358
39657,933,434
39658,934,358
39659,935,358
39660,936,210
39661,937,247
39662,938,435
39663,939,256
39664,940,210
39665,941,436
39666,942,173
39667,943,437
39668,944,422
39669,945,438
39670,946,439
39671,946,440
39672,947,64
39673,948,441
39674,949,426
39675,950,248
39676,951,248
39677,952,248
39678,953,248
39679,954,248
39680,955,248
39681,956,38
39682,957,38
39683,958,38
39684,959,38
39685,960,38
39686,961,38
39687,962,38
39688,963,442
39689,964,33
39690,965,443
39691,966,444
39692,967,445
39693,968,33
39694,969,33
39695,970,368
39696,971,446
39697,972,426
39698,973,195
39699,974,443
39700,975,120
39701,976,426
39702,977,25
39703,978,127
39704,979,447
39705,980,448
39706,981,160
39707,983,449
39708,984,193
39709,986,131
39710,987,131
39711,988,112
39712,989,450
39713,990,426
39714,991,426
39715,992,426
39716,993,426
39717,994,451
39718,995,452
39719,996,113
39720,997,453
39721,1002,454
39722,1003,454
39723,1004,454
39724,1005,454
39725,1006,454
39726,1007,454
39727,1008,454
39728,1009,454
39729,1010,454
39730,1011,454
39731,1012,454
39732,1013,454
39733,1014,27
39734,1015,256
39735,1016,455
39736,1017,426
39737,1018,106
39738,1019,313
39739,1020,369
39740,1020,372
39741,1020,368
39742,1021,142
39743,1022,217
39744,1023,49
39745,1024,33
39746,1025,456
39747,1025,31
39748,1026,457
39749,1027,458
39750,1027,459
39751,1028,200
39752,1029,372
39753,1030,116
39754,1032,106
39755,1033,108
39756,1034,247
39757,1035,460
39758,1036,166
39759,1037,115
39760,1038,461
39761,1039,176
39762,1040,462
39763,1041,166
39764,1042,61
39765,1043,463
39766,1044,464
39767,1045,48
39768,1046,61
39769,1047,27
39770,1048,27
39771,1049,330
39772,1050,465
39773,1051,422
39774,1052,466
39775,1053,467
39776,1054,120
39777,1055,76
39778,1056,120
39779,1057,116
39780,1058,106
39781,1059,120
39782,1060,27
39783,1061,76
39784,1062,468
39785,1063,434
39786,1064,434
39787,1065,434
